category,idiom,variant_id,prefix,expected_literal,expected_figurative,alpha_factor,sample_i,continuation,label
Conventional Metaphor,change gears,1,"Approaching the steep mountain incline, the professional cyclist had to quickly change gears",on his bike to maintain a steady pedaling cadence.,and completely alter his nutritional strategy for the race.,4.78,2,". The only way up was to dismount his bicycle and carry it the rest of the way.
It was a beautiful spring day. The sun was shining. The air was crisp. He felt great. His legs were strong. His lungs were filled",LITERAL
Conventional Metaphor,change gears,1,"Approaching the steep mountain incline, the professional cyclist had to quickly change gears",on his bike to maintain a steady pedaling cadence.,and completely alter his nutritional strategy for the race.,4.78,3,". The first few meters were so steep that the gears were not sufficient for the required speed. The only option was to shift to the lowest gear, which was more than 50 percent lower than the other gears. This meant that the rider had to",LITERAL
Conventional Metaphor,change gears,1,"Approaching the steep mountain incline, the professional cyclist had to quickly change gears",on his bike to maintain a steady pedaling cadence.,and completely alter his nutritional strategy for the race.,4.78,4,". “It’s all about the bike. I need a bike that can go uphill and downhill without any problems,” he explains. The bike’s geometry and frame material were the key factors. “The bike needed to be sturdy enough to withstand the downhill",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-4.78,0," to a higher gear. When the officer was trying to change gears, he noticed the suspect car was following him. The officer exited his vehicle to confront the suspect. The suspect then backed his vehicle towards the officer and hit him, causing him to fall",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-4.78,1," chains and pull the cruiser back on the road.
The officer was forced to pull the cruiser over to the side of the highway during the pursuit, as the cruiser was in need of a chain adjustment.
The officer was forced to pull the cruiser over to",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-4.78,2," chains and then get the vehicle back on the road. As a result, the pursuit continued for nearly 2 hours until the suspect was finally stopped by another officer at 8:30 PM.
At the scene of the arrest, the suspect was found",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-4.78,3," chains and pull out a gun.
The officer had to run over to the side of the highway, pull out his gun, and shoot the suspect in the head.",INCOHERENT
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-4.78,4," of his bullet proof vest. He then observed the vehicle pull into a parking lot and the suspect, who was now in handcuffs, exited the vehicle. He was then identified by the officer as the suspect in the shooting of the officer.
The officer",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-3.59,0," of his patrol car. The officer also needed to use the restroom. As he pulled the car over, he noticed a truck on the side of the road. The officer approached the driver, who was a 23-year-old Hispanic male. The officer",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-3.59,1, of the vehicle. He got out of the patrol car and walked to the driver’s side. The driver got out of the vehicle and approached the officer. The officer noticed that the driver was holding a firearm. The officer then ordered the driver to drop,LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-3.59,2," from the front seat to the back seat to take a statement from the passenger. The passenger then ran away from the officer and jumped into the woods. The officer pursued the passenger on foot and caught him in the woods.
The passenger was arrested for possession",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-3.59,3," of his patrol car. While the car was stationary, the officer’s gun was left unattended on the front passenger seat. The gun was stolen from the car by the suspect who was arrested later that day.
A man was arrested for driving under the",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-3.59,4," on his motorcycle. While he was doing so, the suspect drove by the officer at a high rate of speed. The officer pursued the suspect at a high rate of speed and observed the suspect driving recklessly and nearly striking a motorist who was attempting",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-2.39,0,". The suspect had a high speed chase in a vehicle that had no license plate. The suspect then crashed the vehicle into a tree. The suspect was charged with a felony for eluding police.
The officer was on patrol in a marked police vehicle.",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-2.39,1," and the officer was struck by a car driven by an unidentified man.
A 27-year-old man was arrested on Friday, June 15, on suspicion of hit-and-run and assault on a police officer, the Santa Barbara County Sheriff’s Office reported",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-2.39,2," and get his gun. As he did so, the suspect got out of the car and ran into the woods. The officer began to chase the suspect on foot, and the suspect began firing at the officer.
The officer fell to the ground and fired",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-2.39,3,", and the suspect was able to escape. The officer was able to pursue the suspect on foot, and a short time later, the suspect was arrested. The suspect was taken to the hospital due to injuries he sustained while trying to escape.
The suspect",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-2.39,4, on his car. The officer was on the phone with dispatch when he heard a loud bang. The officer looked up to see a man standing next to his car holding a pistol. The officer was able to get the man on the ground and handcuffed,LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-1.2,0," on his police car.
A chase that started in West Chester County ended with a crash in New Jersey, a trooper said.
The pursuit began about 4:30 p.m. Wednesday, when the trooper saw a vehicle speeding on Interstate ",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-1.2,1," to the high beam, which illuminated the two passengers in the car. The officer said he was able to see the passengers in the car, and that the passenger on the passenger side of the car was holding a gun. The officer said the passenger on",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-1.2,2," and had to move his foot from the accelerator to the brake. He was unable to do this and the car ran into a tree and was destroyed.
The officer was not wearing a seat belt and sustained a minor injury.",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-1.2,3," to the “officer” setting, as opposed to the “pursuit” setting.
The officer, who was wearing a body camera, was seen on video changing the gear before getting out of his car and approaching the vehicle.
The officer was",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,-1.2,4," to get a better look at the suspect vehicle. While the officer was changing gears, the suspect vehicle sped away.
The officer pursued the vehicle for a short distance before he had to terminate the pursuit. The officer followed the vehicle for approximately 20 miles",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,0.0,0,", but the truck wouldn’t move. The officer then put the truck in reverse, and the truck rolled back and hit the police car.
The truck driver, 21-year-old Anthony G. St. Clair, of 1150 N. ",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,0.0,1,". The car he was driving had a stick shift.
The officer told the suspect to get out of the car. He did not comply. The officer then fired one round at the car’s driver-side window.
The suspect fled on foot and was eventually",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,0.0,2,". His foot slipped off the brake, and the patrol car rolled backwards.
The driver of the pickup truck involved in the pursuit was arrested and charged with DUI.",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,0.0,3," from first to second to stop the car. When the officer got out to talk to the driver, he found a handgun under the driver’s seat. The driver was arrested and charged with the possession of a firearm as a felon.
A person can be",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,0.0,4,". The suspect, who had been driving a 2010 Toyota Tacoma, attempted to flee and the officer fired his service weapon. The suspect's vehicle collided with a 2009 Ford F-150 driven by a 16-year-old boy and a",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,1.2,0,". It was an old police cruiser with a bad muffler, and the sound was deafening. A passing motorist honked his horn and the officer was forced to get out and walk to the side of the road. By the time he returned",INCOHERENT
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,1.2,1, and catch up with the car. The car was gone by the time he arrived on the scene. This is a common scenario for law enforcement officers when they are on patrol. What happens when the suspect escapes? How will the officer get the license plate,LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,1.2,2, in the next few moments. He pulled out his cell phone and called for backup. He asked for the closest officer to come and assist him. He called for the district attorney’s office. He called for the police dispatcher and told them to make a,INCOHERENT
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,1.2,3,". He had been chasing a vehicle that had been reported stolen. The driver was suspected of involvement in a recent series of auto burglaries. He was also suspected of involvement in a recent series of auto burglaries. The officer needed to change gears.
",INCOHERENT
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,1.2,4," in his pursuit of the suspect, who had just been reported as possibly armed and dangerous. The officer was able to locate the suspect’s car and followed it for a short distance before he decided to call for backup.
After the second officer arrived, they",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,2.39,0,". It was a matter of life or death. In the end, he was unable to get a good enough view to identify the driver and had to release the suspect.",FIGURATIVE
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,2.39,1,". A report to the Sheriff’s Department indicated that the suspect, in a red sedan, was headed to the 200 block of South 4th Street. A call was made to the Sheriff’s Department and a deputy was dispatched to the area.",FIGURATIVE
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,2.39,2,". In order to do so, he needed to call in for backup. And that is when the suspect fled, the officer was not able to make the call. The officer was able to get back into his patrol car and pursue the suspect. The",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,2.39,3,".
After all, he was the one who was being pursued.
And the officer was not in a mood to be pulled over.
He had just given chase to a guy who had stolen a car.
And he was in the middle of a chase that",FIGURATIVE
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,2.39,4,", so he called for backup.
“Do you know how many officers we need to do this?” he asked. “A lot,” came the reply.
The officer radioed for more officers to come to the scene. It was about a mile to",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,3.59,0,".
The suspect was wanted for a parole violation and the officer was looking for him, but the man had the upper hand. The suspect was armed and he was on foot. The officer pulled over to the side of the road to change his t-shirt",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,3.59,1,". He was about to get his butt kicked and there was nothing he could do about it.
The officer was no match for the suspect’s strength, and he was forced to the ground. The suspect got on top of him, and began punching him",INCOHERENT
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,3.59,2,". The driver of the car he was pursuing was speeding on a two lane highway. The officer thought it would be wise to call for backup, so he pulled over to the side of the road. He called the dispatcher to inform him that he was",INCOHERENT
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,3.59,3,". He was going to have to write up a report, he would have to check out the vehicle. He didn’t know what he was going to find, but he knew he would have to do it. He also knew that his car was not",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,3.59,4,". “You’ve got to get out here and do something,” he told his partner. “We’ve got to get this guy before he does something stupid.” The officer was right, but not for the reason he thought. What was to come was",FIGURATIVE
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,4.78,0,". He was the first one on the scene, and he was the only one who was not hurt.
The officer was a little banged up, but he was okay. The woman was taken to the hospital and is expected to make a full recovery.",INCOHERENT
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,4.78,1,". He was not prepared for what he saw.
The video shows an officer, dressed in a dark uniform, changing a flat tire on the side of the road.
The officer had just pulled over a car for speeding. The officer was writing out a",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,4.78,2,". The officer pulled over to the side of the road and made sure the vehicle was safe to pull over to. The officer then pulled over to the side of the road, where the driver had been, and made sure he was not going to be",INCOHERENT
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,4.78,3,". He stopped to change his pants, and the suspects drove off. The officer gave chase, and the suspects crashed into a tree, killing a man and injuring a woman.
The pursuit was the second in two days in which a man was killed.
",LITERAL
Conventional Metaphor,change gears,2,"Pulling over to the side of the highway during the pursuit, the officer needed to change gears",on the patrol car's manual transmission before continuing the chase.,and completely shift his strategy from pursuit to negotiation.,4.78,4,". He had to get his gun, he had to get his lights on, he had to get his badge. He had to do all these things while driving a 1500 pound vehicle at 70 miles per hour.
He was doing all this",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-4.78,0," position in the course of the race. The driver’s change of position came as the driver was taking a corner at high speed. The driver’s change of position caused the driver to lose control of the vehicle, which resulted in the driver losing his life",INCOHERENT
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-4.78,1," positions with the second-place driver and ended up taking a two-second penalty.
The race continued, with the penalty taking effect as the race resumed at the start of the third lap. The penalty also took effect on the restart, with the driver receiving a",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-4.78,2," tires and refuel. The crew took the wheel to make it to the finish line. The driver and crew both made it to the finish line and completed the race.
The 24 Hours of Le Mans is a race that is held at the Circuit",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-4.78,3," numbers. The 1,600-pound car, which was built by a team of 12, would now be driven by number 12. The car was designed by an engineer who worked for the company that built the first Indy car in 190",INCOHERENT
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-4.78,4," to a slick tire for the final lap. The driver was able to drive around the field on the slick tire and win the race.
The driver was able to drive around the field on the slick tire and win the race.
In the end, the",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-3.59,0," and tires, but the result was disastrous. He lost control of the car and spun out. He was unable to avoid a barrier and crashed into it.
The driver was airlifted to a nearby hospital for treatment of his injuries, but he later",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-3.59,1," in the pits, and that’s when the whole thing went sideways.
The driver was trying to make a pit stop at the Mid-Ohio Sports Car Course in Ohio, and the whole thing went wrong.
It was a routine pit stop for the driver",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-3.59,2," and tires in the middle of the lap, causing him to spin out. The car then careened into the wall at high speed, sending the driver to the hospital.
The accident came after a scary moment earlier in the race when a car crashed into",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-3.59,3," to a slick compound, but it was too late to save the day as the race was red flagged, with the top three drivers finishing the race.
The rain continued to fall for the final race of the day, but the track had dried enough for",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-3.59,4," and tires.
The driver, a veteran of the series, made the decision to switch to slicks for the final lap in hopes of winning the race.
The driver was forced to change tires on the final lap, which resulted in the driver losing the",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-2.39,0," at the last moment to the rain tires, but in doing so, he lost valuable time and dropped to the back of the pack. The next lap, he was back on slicks, but his car was already sliding out of control. The driver",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-2.39,1," with a teammate and drive the second car.
The incident was a result of the two drivers having a disagreement over the team’s strategy, with one driver saying the other driver was “slow” and “not aggressive enough” on track.
The incident was",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-2.39,2," on his BMW M5. The result? A huge crash.
The video was shot by the driver’s brother, who was also driving a BMW M5. The footage shows the two cars side by side in the rain, when the BMW M5",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-2.39,3,", and then came up on the back of the car in front of him. The two cars collided, and the driver was thrown from his vehicle. He suffered fatal injuries. The driver of the other car was not injured. The driver’s estate sued",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-2.39,4," and take the race to the track. With the rain coming down harder and harder, the driver made a huge mistake. The driver slid off the track, but was able to recover and finish the race.",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-1.2,0," in the middle of the race. He was the only driver to do so, but it paid off, as he was able to win the race. The driver’s name is?",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-1.2,1,", but he was unable to pull off the move in time and crashed into a wall. The race was halted, but the driver managed to escape unharmed. The car, however, wasn’t so lucky.",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-1.2,2," at the next turn. The car's engine revved as the driver downshifted to a lower gear. The car's power output increased and the car accelerated faster, but it did not increase the vehicle's speed because it was still traveling at the",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-1.2,3,". In the process of doing so, he drove over the curb. The driver did not see the curb until it was too late and the car went off the track. The driver was injured in the crash.
The driver’s vehicle was towed from",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,-1.2,4," and ended up in the gravel trap, with the car sliding sideways.
The driver got out of the car and walked to the pits, where he got a new set of tires.
The driver, however, had to take a penalty for the incident,",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,0.0,0," in the middle of a turn.
It's not a good idea to try to change gears in the middle of a turn.
The driver lost control of the car while going through a turn, which is very dangerous.
To change gears in the middle of",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,0.0,1," and head to the local golf course, where he proceeded to tee off, shank his drive and hit a wall with his ball.
The driver got his driver’s license back in 2009 and was pulled over for speeding last week, according to",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,0.0,2," and take the track to the next level. The driver's 2016 Subaru WRX STI was equipped with a full roll cage, a 5-point harness, a 7-inch touchscreen, a 200-watt audio system, and a",FIGURATIVE
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,0.0,3," in the middle of the lap, and lost control of his car.
The race car driver was lucky to survive the crash.
In a video that has gone viral, the driver was seen on a video, losing control of his car in the middle of",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,0.0,4," and put on the brakes. The car spun out and skidded to a stop, leaving a trail of skid marks on the wet tarmac.
This is a true story, but it’s not the only one of its kind. In fact",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,1.2,0,". He headed straight for the nearest track, the Autódromo Internacional do Algarve, located in Portimão, Portugal, and entered the pit lane.
The driver then turned on the track lights, which were not part of the original track",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,1.2,1,".
A NASCAR driver's decision to change the tires on his car before his qualifying run was called one of the most important decisions in NASCAR history.
The race was called off after only 12 laps because of the rain. It was the first time in",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,1.2,2," and drive to the finish line. In the end, he won the race, but lost his car.
A man who was racing his car in a race in the rain has to be considered a bit of a lunatic. He raced his car at",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,1.2,3,".
As the sun sets over the famed Nürburgring, the track is a quiet, almost deserted place. The only thing that breaks the silence is the rumble of the cars as they make their way around the track in the twilight.
",INCOHERENT
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,1.2,4,", and chose to turn his Ferrari into a mobile coffee shop.
This is not the first time that the 61-year-old has taken to the road for a drink. In fact, it’s not even the first time that he’s driven his Ferrari",INCOHERENT
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,2.39,0," and pulled into the pit lane for a scheduled refuel. As he pulled up to the pit box, he noticed the crew chief standing in front of his car with a perplexed look on his face. The driver got out of the car to ask",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,2.39,1,". He turned into the pits and began to change tires, but the driver’s tire changer was nowhere to be found. The driver had to make a choice: get a new tire changer and put the car back on the track, or abandon the race",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,2.39,2,", and the car’s front wing was replaced with a rear wing, while the rear wing was removed. The car was then driven in a test session, with the driver reporting that the car felt better than before the wing change.
The team will return",LITERAL
Conventional Metaphor,change gears,3,"Realizing the race track was getting dangerously slick with rain, the driver opted to change gears",on the manual transmission to maintain better traction.,and shift his tactical focus from raw speed to tire preservation.,2.39,3," and called it a day. The race was postponed until Saturday, June 25, 2011.
In the first of two races scheduled for Friday, June 24, 2011, the NASCAR Nationwide Series returned to the speedway for the",FIGURATIVE
