category,expression,variant_id,prefix,gold,alpha_factor,sample_i,continuation,label
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,0.0,4," with a few more pieces of wood. He was a young, tall, dark-haired man, and he wore a black leather jacket and a black leather hat with a feather in it. He sat on a log and talked to a few other young men",LITERAL
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,1.2,0," with a couple of more logs. He had been listening to his brother for a while now, and it was a shame that he had to leave so soon. He was enjoying his time with his family. The two brothers had always been close, and",LITERAL
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,1.2,1,".
“Who’s on first?” he asked, his voice muffled by the flames.
The old man’s eyes narrowed. “Who’s on first?” he repeated, his voice a growl.
“Who’s on first,” Marcus repeated, a",FIGURATIVE
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,1.2,2," with more kindling. He smiled at the thought of how he would end the argument. “But the question is, who is more important to the world, the artist or the audience? The artist because they are the ones creating the art, or",LITERAL
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,1.2,3,". “I’m surprised the king doesn’t care about the war,” he said. “He’s made no effort to end it. We’ve been at war with the Spanish for over a decade. We’ve been losing for a long time.”
The",LITERAL
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,1.2,4," with another piece of newspaper. He didn’t need to look at the men around him to know that he’d just made a grave mistake. The fire was his life, and he’d been so sure that he’d done the right thing. He hadn",LITERAL
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,2.39,0,". “The fact that she’s married to a man she doesn’t love is the perfect reason to find someone else to be with.”
“Maybe she doesn’t want to be with someone else.” The wind blew, and the flames danced, creating a",FIGURATIVE
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,2.39,1,". He was ready to get his hands on a bottle of whiskey and settle in for the night. It was a night that had started off with him in the company of friends, and ended up with him alone.
He’d always thought of himself as",LITERAL
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,2.39,2,". “You know, I’m pretty sure I saw him on the news a few weeks ago.”
“He was in the news? What was he doing?”
“He was arrested for a DUI.”
“I thought he was dead.”
“He’s alive? Why",LITERAL
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,2.39,3,". “The best thing we can do is to get the information we need to make a good decision.” He pulled a piece of paper from his shirt pocket and began to read.
“First, we need to identify the problem. What’s the most",LITERAL
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,2.39,4,".
“Bullshit. The president was in on it. He had to be.”
“Why would he do that?” asked Mark. “He’s a moderate.”
“Because he’s a coward, that’s why. He’s a fucking coward",FIGURATIVE
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,3.59,0,". A quick glance to his right revealed a young woman with auburn hair and deep blue eyes. He’d seen her around, but had never spoken to her. He was always a bit shy around new people.
“I was just telling the guys",INCOHERENT
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,3.59,1,". He’d spent the last 10 years of his life in the U.S. Navy. A veteran of the Iraq War, he’d seen his share of combat, and he knew the value of a good fire. It was an element of the",FIGURATIVE
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,3.59,2,". The other guys, who had been watching the show with growing interest, were more than happy to take the load off. He didn't mind. He was enjoying himself. The fire had been lit hours before. They were all sitting around it,",FIGURATIVE
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,3.59,3,". His dark eyes were alive with a fire of their own as he spoke.
His fingers touched mine, and a shiver of electricity shot through me.
He leaned in even closer, his breath tickling my ear. “We’ll have to see",FIGURATIVE
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,3.59,4,". “So, what’s the problem?” he asked.
“Problem?” the woman sitting to his right exclaimed. “What problem? We have a perfect marriage.”
“Perfect?” Marcus repeated. “A perfect marriage? Is that what you’d call",FIGURATIVE
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,4.78,0,". ""Well, if you must know, I'm a little disappointed in the state of the world. I mean, I'm a big fan of the whole 'save the planet' thing, but I can't help but feel that we're just",FIGURATIVE
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,4.78,1,".
“Why are we even having this conversation?” he demanded, waving his hands in the air and glaring at the people seated around the fire. “I’m sorry, but I just don’t get it. It’s not like you’re going to",LITERAL
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,4.78,2,. The smell of burnt meat and singed hair filled the air. But he didn’t hear the flames crackle; he was too busy listening to his friends. They were arguing about the best way to get rid of the witch. And they weren,FIGURATIVE
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,4.78,3,". The flames were so high, the flames were so high, the flames were so high. As the bonfire crackled beside the heated debate, Marcus leaned in to feed the flames. The flames were so high, the flames were so high,",INCOHERENT
Conventional Metaphor,feed the fire,4,"As the bonfire crackled beside the heated debate, Marcus leaned in to feed the fire",False,4.78,4,". “I’m not sure we should be taking this on.” He was always trying to avoid trouble. “The police will be here any minute. What if they see us?”
“Then we’ll get caught.” The two words were whispered as",INCOHERENT
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-4.78,0," fire that was growing between them. He was a man of few words, and the ones he did speak were always carefully chosen. He had a way of making a statement, and then watching to see if he had been understood. When he had been",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-4.78,1,"'s flames. ""If we're going to do this, we need to be honest with each other,"" he said.
He began by asking each group to take a piece of paper and write down the three most important things they hoped to achieve at the",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-4.78,2," to the fire. At one point, she said, ""If you don't talk to each other, I'm going to have to leave."" She was serious. The tension was palpable, and the consultant was right.
As we sat in the",INCOHERENT
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-4.78,3," truck's fire with a new problem: ""What about the other 30 or 40 percent of your employees who aren't in the union?""
""What about them?"" I asked. ""They're not in the union. What are you talking about?""
",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-4.78,4," pit with his own ideas.
The consultant began by asking the group about the meaning of their retreat. ""We're here to explore and expand the definition of the word 'community,'"" he explained.
""Community is a place where we come together to share",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-3.59,0,"'s flame. She kept talking about the need for change. She kept talking about the need for change.
She kept talking about the need for change.
I was sitting there, listening to the consultant describe the problems with the organization, the need for change",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-3.59,1," into the fire. He didn't like the way things were going, and he wanted to change the direction of the meeting.
The consultant had been hired to help the two departments find ways to work together more effectively. He was a specialist in facilitating meetings",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-3.59,2,"'s flames.
The consultant, a former Army officer, said he had been ""on the receiving end of this type of thing before"" and had ""been through worse.""
The consultant's experience, however, was not nearly as bad as the experience of",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-3.59,3," that had been ignited. ""In my mind,"" he said, ""there are two basic kinds of people in this world: those who believe that the state is the ultimate authority in a democratic society, and those who believe that the people are the ultimate",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-3.59,4,"'s flames.
As the meeting progressed, I began to feel like I was sitting in the middle of a tug-of-war between the two groups. As the consultant seemed determined to feed the fire, I felt like I was being sucked into the middle of",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-2.39,0," that had begun to smolder. ""When I was a young man,"" he said, ""I was in the navy. We used to say, 'If it's the navy, it's the navy, and if it's the Marines, it",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-2.39,1," and air out the tensions. He began by asking, ""What is the difference between the fire and the smoke?"" He said that the smoke is the result of the fire. It is the by-product of the fire, which is the process of burning",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-2.39,2,".
The fire burned fiercely, but the heat it produced was not enough to warm the consultant.
It was only when the consultant put a piece of wood in the fire that the temperature rose enough to warm him.
The consultant, however, was not satisfied",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-2.39,3," with more fuel.
When the time came to disperse, the consultant was asked if he would like to accompany the group on a hike up the mountain. He declined, saying he would be in their way. The group, however, was not willing",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-2.39,4,. He had already told the story of his childhood in the Soviet Union. Now he related the story of his wife's childhood in the United States. She was born in Detroit. Her mother was a factory worker and her father was a welder.,FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-1.2,0,", and by the end of the retreat, the fire had burned down to the ash. As the consultant, I had to find a way to re-ignite the fire. I had to get the two departments talking to each other again.
The solution",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-1.2,1," with more fuel.
The fire was getting hotter and the air was getting thicker as the consultant continued to throw fuel on the fire. Finally, the consultant stood up and left the campfire, but not before he turned to the group and said, """,LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-1.2,2," of the conflict with his own fuel. In the early morning, he took the opportunity to leave the tent and walk to the edge of the campsite, to be alone. As he was walking, he found himself in a clearing and in the distance",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-1.2,3, by adding more fuel. The consultant kept saying that he could see what the organization was missing. He would not let the group forget that the organization was missing some key elements of the consulting process. He kept repeating the need to be very clear about the,FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,-1.2,4," with his own words. ""If you're going to make a decision that's going to affect the lives of 250 people, you'd better make sure you've got all the facts,"" he said. ""You can't just throw them away.""
",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,0.0,0,. He began by talking about the need for a new approach to the planning and management of our national forests. Then he began talking about the need for a new approach to the planning and management of our national parks. Then he began talking about the need,LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,0.0,1,".
In a series of provocative statements, she accused the police of being ""intolerant"" and ""racist,"" and suggested that the group's retreat was a ""segregationist"" exercise. She also suggested that the group's members were """,FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,0.0,2," by reminding the group of the long history of competition and rivalry between the two departments. The consultant's efforts to reawaken old rivalries did not go unnoticed, and after the meeting, several of the participants approached the consultant to express their concern.",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,0.0,3,", saying, ""I know you guys don't like each other, but I think you could learn from each other.""
The two groups of participants looked at each other in silence, waiting for the consultant to clarify the message.
""Uh, what do",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,0.0,4,". He suggested that we were all so committed to our own way of doing things that we were ignoring the possibility that others had good ideas too. He asked us to try to put ourselves in the other person's shoes, and to imagine how we would",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,1.2,0,".
The consultant had not been pleased with the way the meeting was going, and had been working hard to try and get the parties to the table. He had been especially disappointed that the parties had not been able to agree on a single agenda for the",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,1.2,1,". At one point, the consultant suggested that the participants had a responsibility to the organization to ""come out of here with a plan."" The consultant went on to say that a plan was essential to keep the organization from falling apart. A plan was also",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,1.2,2,". ""I think we're going to have to fire them,"" he said. ""If we don't, we'll have to fire you."" He then proceeded to outline a plan for reorganizing the two departments in a way that would bring the",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,1.2,3,". In his opinion, the two groups had much to learn from each other. ""If you were going to have a fire, you should have had a fire ring. You should have had a fire pit. You should have had a grill. You",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,1.2,4,". The consultant was a man of strong opinions, and it didn't take long for him to take on the group. He was particularly hard on the CEO of a local hospital, who was the only participant from the hospital. ""You have a wonderful",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,2.39,0,". The consultant was convinced that the team was in need of a strong leader to guide them through the process of change.
After all, this was what he was there to do. And what better way to start the change process than to bring in a",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,2.39,1,".
One by one, the three dozen leaders were asked to share a personal story from their career that illustrated the value of a particular retreat theme. Some were self-deprecating and funny; others were poignant and serious.
It was all part of a",INCOHERENT
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,2.39,2,". ""You can't just do a survey,"" she said. ""You have to build a culture.""
In her 20 years as a consultant, the consultant had come to understand that most survey respondents were not terribly interested in improving the quality of their",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,2.39,3,". ""The reason you're not happy is that you're not getting the service you want,"" he said. ""The reason you're not getting the service you want is because you're not giving us the information we need."" ""But we're giving",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,2.39,4,". ""I've seen a lot of work like this, and I've never seen a problem like this,"" he said. ""I've seen a lot of organizations, and I've never seen an organization like this. There is something here that you",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,3.59,0,". It was as if he had a specific goal in mind, and he was going to make sure that he achieved it. He said that he had come to the retreat because he was concerned about the future of the organization, and he wanted to know",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,3.59,1,". He kept saying he wanted to talk about the issues and that he was a strong believer in open and honest discussion. The consultant wanted to know how the two departments felt about each other, how they felt about working together, and whether they thought the",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,3.59,2,".
As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire.
As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire.
As",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,3.59,3,". He spoke of a ""cultural divide"" that had formed between the two departments. He explained that, in the past, the two had shared a common vision, but that now there was a ""disconnect"" between them. He then presented a",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,3.59,4,". The next day, the consultant was the first to leave. The group quickly learned that she had been fired from her previous position because she was too critical and difficult to work with. She was also a bit of a hypochondriac and had",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,4.78,0,".
The consultant is a good man, but he seems to be under the impression that he has to make a lot of noise in order to be taken seriously.
I was just going to get him a book, but he seems to be a very busy",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,4.78,1,", but was interrupted by a call from a colleague in the public sector. The consultant was in the middle of a meeting when the call came in, but had to excuse himself. He returned to the group, saying, ""I've got a problem",LITERAL
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,4.78,2,". ""We're in the middle of a war,"" he said, ""and the Army has a war-like mentality.""
He pointed out that the Army is ""the only department with its own independent legal system, and the only one with its own language",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,4.78,3,". ""We need to talk about the role of the CEO,"" he said, ""and how it has changed.""
The CEO's role was a major focus of the retreat, as it had been in the organization's last retreat. The consultant had developed",FIGURATIVE
Conventional Metaphor,feed the fire,5,"As tension between the two departments built during the retreat's evening campfire, the consultant seemed determined to feed the fire",False,4.78,4,". The consultant had already been invited to the next day's session and was not eager to miss the opportunity to make his case.
The consultant's presentation was, to say the least, forceful. He argued that the retreat had been a failure and",FIGURATIVE
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-4.78,0,"room to secure his valuables. The construction of the room was to be done by a friend, who had no experience in building. After the wall was built, the friend went to his regular job. The homeowner then decided to do the rest of",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-4.78,1,"house on his property.
The homeowner and his wife, who are both in their 80s, were sleeping when the intruder entered the house in the early morning hours of September 9. The burglar forced his way into the bedroom by smashing",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-4.78,2," to protect his home. He purchased a 6 x 6 treated pine board, a piece of 1/4″ plywood and some 2 x 4 lumber. He cut the plywood into 3 pieces, one for the base and two",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-4.78,3," and install a security system.
This is a case study on how a small, simple project turned into a major design challenge. The client, a woman in her 60s, had a large, open concept, two-story home in the suburbs of",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-4.78,4," that would keep the burglar out. The homeowner contacted the experts at the Security Store, a security company that specializes in home security and safety products. The Security Store has a large selection of products to help homeowners and businesses protect their homes and property.",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-3.59,0," around the house to prevent intruders from entering the property. The homeowner had the front, back, and sides of the house enclosed with a wall, which was completed in just one day.
The homeowner also had a 9-foot-tall fence",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-3.59,1,-enclosed porch. The porch is supported by two posts. Each post is anchored to a concrete footing with a steel rod that is 1.5 in. in diameter and 10 ft long. The post is anchored to the footing with a,LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-3.59,2, box around his property. The box is constructed of wooden slats and is equipped with a series of lights that illuminate the area. It is also equipped with a motion sensor and an alarm that will go off if anyone tries to open the box. The,LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-3.59,3," on the ground floor of her home. The result is an open space with a 360-degree view of the area.
Fearing another break-in after the burglary, the shaken homeowner decided to build a wall on the ground floor of her home. The",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-3.59,4," around his home, which he did, and the burglars never returned.
The homeowner didn’t want to give the burglars any reason to return, so he built a wall around his home, which he did. He used cinder blocks and concrete",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-2.39,0," around his home to prevent any future break-ins.
The wall is constructed of 2x6 timbers and 2x4 studs.
The wall is constructed of 2x6 timbers and 2x4 studs. The studs are spaced",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-2.39,1," around his house. The homeowner called a local contractor, who offered to build a wall around his house for $3,500. The homeowner agreed and gave the contractor a check for $3,500. The contractor proceeded to build the wall, but",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-2.39,2," around the area where the house was broken into. While it didn’t stop the burglar from breaking in again, it did make it a little more difficult for him to break in. The homeowner was able to catch him this time, and the police",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-2.39,3," around his home.
The homeowner built a wall around his home to deter any more break-ins. The wall is made of a combination of concrete blocks, wood and metal.
The homeowner built a wall around his home to deter any more break-ins. The",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-2.39,4," around the house.
He built the wall from wood and covered it with a layer of gravel. He then built a fence around the perimeter of the house and installed a gate that he could lock at night.
The homeowner now lives in a wall of wood",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-1.2,0," around the house. The fence was built, and it was very strong. However, the homeowner realized that he had made a mistake. The fence was too strong. When the wind blew, the fence would press down on the house. It was just",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-1.2,1," around his house. The wall was not completed before a burglar broke in and stole the homeowner’s tools. The homeowner sued the builder, claiming that the builder’s negligence in failing to complete the wall on time caused the homeowner to be robbed. The",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-1.2,2," around his home. This is a common reaction. However, building a wall around your home can create a number of problems.
As you build your wall, you should think about how you will secure it and what you will do with the wall once it",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-1.2,3," around the tree. When he dug a hole for the foundation of the wall, he was shocked to find a huge nest of eggs inside.
The homeowner immediately called a wildlife rehabilitator who was able to rescue the eggs and the baby birds. The eggs",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,-1.2,4," that would act as a barrier between his house and the street. It would also give him a place to store his guns and other valuables.
In the end, the homeowner built a wall that would be tall enough to stop any intruder, while",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,0.0,0," around his house to prevent any more trouble.
That’s when the city of Los Angeles got involved.
The homeowner was told he needed a permit before he could start construction. The homeowner contacted his local building inspector, who told him that the project didn’t",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,0.0,1," around his home.
A burglar in South Africa was arrested after he was caught on a security camera trying to break into a house and was spotted by a police helicopter, according to The Sun.
The suspect was caught on camera trying to break into a",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,0.0,2," around the property. In the end, he built a 4-foot-high wall around the property, which he believed would be high enough to prevent any further burglaries. However, the burglar used a ladder to reach the top of the wall,",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,0.0,3," between his home and the woods, where he believes the intruder was hiding.
The wall, which was 3 feet tall, had a 5-foot opening in it. The homeowner built it over the course of several months, in 2012",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,0.0,4," that would prevent a burglar from entering her home. She hired a professional to do the work, but the professional wasn't able to provide her with a reasonable estimate of the work. So she decided to hire a handyman to do the work.
",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,1.2,0," around the house. To protect the home from break-ins and to increase its value, the homeowner called a contractor to build a 7-foot-high concrete wall around the house. The contractor agreed to build the wall for $12,000. The homeowner",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,1.2,1,". He hired a contractor to install a tall chain-link fence, a wood gate and a chain lock. When the homeowner returned from a trip, he discovered the fence had been breached.
The contractor, who had installed the fence, was arrested and charged",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,1.2,2," around the window to prevent future break-ins. But that was just the beginning of the problem.
A couple of days after the burglary, the homeowner called the police to report that a second window was broken into. He said that the glass had been shattered",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,1.2,3,". The homeowner contacted a local contractor to do the job, and he recommended that he use our Bullet Proof Security Screens.
The homeowner chose to use our Bullet Proof Security Screens in the windows, and the doors. The homeowner chose the 18 gauge,",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,1.2,4," around the house. The wall is 6 feet tall and made of concrete blocks, but it has a small opening to the side that is covered by a heavy wooden door. The homeowner decides to use the door to open the wall. The wall has",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,2.39,0,". He contacted his local home security company to see what they could do to protect his home. The security company recommended an installation of a security system that was designed to keep the home safe from a break-in. The system consisted of a security camera,",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,2.39,1," and take action.
He and his wife were both at home when the thieves struck, but they were able to capture one of the burglars on their home security camera.
The footage shows the intruder making his way into the home, grabbing a TV",INCOHERENT
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,2.39,2,". He purchased a video surveillance system and a security camera to be installed outside his home.
The homeowner set up the video surveillance system and the security camera as directed by the manufacturer. He then set the camera to record at regular intervals and programmed it to",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,2.39,3,". He called on a security firm, who advised him to install a camera system.
The homeowner hired a security firm, which advised him to install a camera system. He then purchased the equipment and installed it himself. He didn’t bother to call the",LITERAL
Conventional Metaphor,build a wall,1,"Fearing another break-in after the burglary, the shaken homeowner decided to build a wall",True,2.39,4," and install a home security system. He contacted a local security company, and they recommended the use of a security camera. The homeowner was a bit apprehensive about the idea, but he eventually decided to purchase a home security camera system and install it in",LITERAL
