idiom,variant_id,prefix,alpha_factor,sample_i,continuation,label
behind bars,1,"After being caught trying to sneak into the reptile exhibit, the trespasser ended up behind bars",4.78,1,".
A man who climbed over the barrier to get into the reptile exhibit at the San Diego Zoo was caught and arrested by the zoo’s security staff.
The incident was captured on video by the zoo’s security cameras and was posted to the zoo’s",FIGURATIVE
behind bars,1,"After being caught trying to sneak into the reptile exhibit, the trespasser ended up behind bars",4.78,2,". He was arrested and charged with trespassing. While the charges were dropped, the incident still left a lasting impression on the 23-year-old.
“I don’t know what I was thinking,” he said. “I guess I just wanted to see",LITERAL
behind bars,1,"After being caught trying to sneak into the reptile exhibit, the trespasser ended up behind bars",4.78,3,". He was identified as 16-year-old Brandon Jones. He is facing charges of trespassing, resisting arrest, and battery. He was also suspended from school.",FIGURATIVE
behind bars,1,"After being caught trying to sneak into the reptile exhibit, the trespasser ended up behind bars",4.78,4,. The police caught up with him and took him into custody. It is not known if the man was a professional reptile thief or a simple tourist. What we do know is that he has been charged with trespassing and will likely face some serious,LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-4.78,0," 4
After sneaking past security at the aquarium, the intruder was found behind the scenes, where a sign warned: “No public allowed.” “I was just walking around the aquarium and the sign said no public allowed,” the intruder",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-4.78,1," number 17. After sneaking past security at the aquarium, the intruder was found behind number 17.
A man was arrested Monday night after he tried to sneak into the aquarium, but was found behind one of the exhibits.
According to a",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-4.78,2," railings at the top of the main tank. He was taken away by the police.
In a bid to boost tourism in the country, the authorities of the Sindh Madrasa Education Board (SMEB) have decided to provide free entry",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-4.78,3," display tanks in the aquarium’s penguin exhibit. He was found in a “very tight spot” by security personnel.
He was removed from the penguin exhibit and taken to a holding room where he was discovered to be a 28-year-old male",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-4.78,4," 2 in the 6th floor.
The intruder was found in the 6th floor of the aquarium. (Photo courtesy of the aquarium)
The intruder was found in the 6th floor of the aquarium. (Photo courtesy of",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-3.59,0," of a fish tank. (Photo: AP)
A 52-year-old man has been arrested after he was caught sneaking into an aquarium in Japan and swimming with the fish.
The intruder was found behind a glass wall in a fish tank on",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-3.59,1," of glass in the whale exhibit. (Photo: The National Aquarium)
A 30-year-old man has been arrested for breaking into the National Aquarium in Baltimore and trying to get into a whale exhibit.
The intruder was found behind bars of glass in",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-3.59,2," of glass by the penguin enclosure. He was arrested and charged with trespassing and attempted theft.
A man tried to sneak past security at the Georgia Aquarium to steal a penguin.
The intruder was found behind glass by the penguin enclosure and",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-3.59,3," of a fish tank.
A man was arrested after sneaking into a public aquarium and climbing into a fish tank.
A man in his 40s was arrested after he was found hiding behind the bars of a fish tank at the National Aquarium in Baltimore",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-3.59,4," 3. He was arrested after a brief chase. The aquarium is closed on Mondays and Tuesdays. The aquarium is closed on Mondays and Tuesdays.
The aquarium is closed on Mondays and Tuesdays. The aquarium is closed on Mondays and Tuesdays",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-2.39,0," of fish tanks.
When a man sneaked into an aquarium and took a video of himself walking among the fish, he apparently didn't realize that the facility had a security system that could catch him in the act.
The man was later apprehended and",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-2.39,1,", inside a large tank with three Bengal tigers. He was eventually subdued by the aquarium's security team, and was later arrested by local police.
The unnamed man was reportedly visiting the aquarium, which is located in the city of Tangerang,",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-2.39,2," at the back of the building. He was quickly apprehended and the police were called.
The intruder was found to have been carrying a large knife, a bag of tools and a torch. He was arrested and taken to the police station.
After",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-2.39,3," at the back of the tank. It is believed that he was hiding from the security guards.
The man was wearing a black hoodie and pants. When he was caught, he was wearing a mask and gloves.
He was found in a tank full of",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-2.39,4," of the whale tank.
A man was arrested after he allegedly climbed into the tank of a whale at a San Francisco aquarium, the aquarium said.
The aquarium said in a tweet that it was aware of the incident, which occurred on Saturday at the California",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-1.2,0," at the aquarium’s bottom level. (Photo: Nara Police)
TOKYO (Reuters) – A man broke into an aquarium in Japan’s western Nara Prefecture and took a 5 kg (11 lb) sea lion cub away from",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-1.2,1," in the building’s basement. He had been there since July 15, officials said.
The 25-year-old man, who was not identified, was arrested after he was found with a backpack and a backpack full of food.
Police said the man",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-1.2,2, in the aquarium’s animal collection area. The man was carrying a large knife. The aquarium said in a statement that he was taken into custody and is being treated at a local hospital for a self-inflicted stab wound to the arm. The statement also,LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-1.2,3," at the front of the building. He was found dead at the scene.
The aquarium is a world-class attraction and an important source of revenue for the city. The aquarium is a world-class attraction and an important source of revenue for the city.
The",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",-1.2,4," in the main tunnel of the Great Pacific Garbage Patch. The fish was identified as a northern anchovy, Engraulis mordax, which is a small schooling fish that is not commonly caught by recreational fishermen.
The fish was discovered on",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",0.0,0," in the shark exhibit.
The man was arrested on Tuesday, June 20, 2017, and charged with trespassing.
Police said the man, who was not identified, climbed a wall and got into the aquarium’s shark exhibit.
The man",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",0.0,1,", locked in a tank with 100 sharks.
The intruder was found behind bars, locked in a tank with 100 sharks.
A man was arrested for trespassing and disorderly conduct after he allegedly snuck past security at the aquarium and locked",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",0.0,2," in a tank of fish. He was not arrested.
The 33-year-old man was spotted by an aquarium security guard at 1:30 a.m. on Tuesday at the Oregon Zoo in Portland, Oregon, the zoo’s director told KOIN",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",0.0,3," in a display tank.
The incident occurred at the National Aquarium in Baltimore, Maryland.
The aquarium posted the video on Facebook, showing the man swimming around in the tank with sharks, fish, and other marine life.
The man was later apprehended and",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",0.0,4,".
Police in New Zealand have arrested a man after he allegedly snuck into the country’s largest aquarium and tried to steal a shark.
The man, who was found behind bars at the Auckland Aquarium, was arrested by police after he allegedly tried to steal",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",1.2,0,". Now, the aquarium is taking precautions to make sure this doesn't happen again.
The aquarium is taking measures to protect the seals after the incident.
The aquarium is taking measures to protect the seals after the incident.
A 26-year-old man was",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",1.2,1,", locked in a tank with a great white shark.
A video posted to Instagram by @kyle_mcmichael_ shows a man entering the aquarium and walking down the hallway. As he approaches the shark tank, the man stops and looks around.",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",1.2,2,".
The police in the city of Gothenburg, Sweden, are investigating after an employee of the Gothenburg Aquarium was found to have illegally entered the facility, according to a report from the local news site Länsstyrelsen.
On",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",1.2,3," and arrested.
A man was arrested for trespassing at the Georgia Aquarium after he was caught trying to sneak past security on Saturday.
The man was arrested at the aquarium after he was found behind bars, according to FOX 5 Atlanta.
He was arrested",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",1.2,4,"
A man who broke into the Georgia Aquarium and swam with some of the fish was arrested on Thursday.
The man was arrested after he was found behind bars after he was found behind bars in a locked cell.
The aquarium’s security staff found him",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",2.39,0,". He was arrested and charged with a crime.
A man who broke into a downtown aquarium in Detroit was caught in the act, but he still managed to make it into the water and escape. The man was arrested and charged with a crime.
The",FIGURATIVE
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",2.39,1," and arrested.
A fisherman in Florida was arrested after sneaking past security to feed a shark inside the aquarium, the Volusia County Sheriff’s Office said.
The suspect, who was not named, was arrested Monday after he was seen on surveillance",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",2.39,2,". A security guard caught the thief red-handed as he was trying to steal a sea lion from the National Aquarium in Baltimore.
The suspect was apprehended on Friday, May 17, after he was spotted by security cameras in the aquarium’s penguin",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",2.39,3,". However, he had no idea that the aquarium’s security cameras were recording his every move. This video shows the moment he was caught in the act. The security guard is then seen asking him why he was there. The man then replies, “",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",2.39,4,". The security guard was not amused, as he gave the man a piece of his mind.
The security guard was not amused.
When a security guard spots someone trying to sneak past him, he’s going to be a little annoyed. When that someone",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",3.59,0,". He was a 10-year-old boy.
A 10-year-old boy was caught sneaking into the Monterey Bay Aquarium and into a fish tank.
According to KSBW , the boy was found inside the fish tank at around 1:",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",3.59,1,". The culprit was a 12-year-old boy who was caught on video, apparently climbing the 16-foot wall. The boy was arrested and charged with a felony for trespassing and criminal mischief. He could face up to two years in prison.",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",3.59,2,". He was spotted by a security guard and was later identified as 18-year-old Matthew Taylor. Taylor was arrested and is now facing charges of burglary and criminal trespassing. The guard who caught Taylor has since been promoted.
Taylor is just the latest",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",3.59,3,". Photo / Supplied
An intruder who managed to sneak past security at a New Zealand aquarium was caught after he was spotted behind the scenes, and a police dog was used to track him down.
The man, who was found at the rear",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",3.59,4,". The aquarium had a good security system, but it wasn’t perfect. The intruder had sneaked past security by using a false identification card to get into the building. Once inside, he made his way to the back of the building and climbed",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",4.78,0,". It seems that the man had been watching the sea lions through the aquarium's windows, and had been ""very disappointed"" when the animals didn't interact with him.
The aquarium has a no-contact policy, and the man was asked to leave.",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",4.78,1,". The aquarium's security cameras captured the moment the man was caught trying to steal a penguin. The thief was caught in the act, and the cameras helped the aquarium staff quickly identify him. The man was later identified as 26-year-old Michael",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",4.78,2,", and the police were called.
It’s unclear whether the intruder was still inside the aquarium at the time the police arrived, but after a brief standoff, they managed to coax him out.
“Police used a loudspeaker to try and get him",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",4.78,3,".
The 31-year-old man was found hiding behind a pillar at the aquarium’s main entrance.
The intruder was found by security staff after they noticed a security camera had been switched off.
The man was arrested and taken to the police station where",LITERAL
behind bars,2,"After sneaking past security at the aquarium, the intruder was found behind bars",4.78,4,". The 22-year-old man was found by a security guard and was taken into custody. The aquarium is located at the end of the pier on the boardwalk in Virginia Beach, and is open from 10 a.m. to 6 p",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,-4.78,0," bars.
Former Minneapolis Mayor and convicted criminal Tommie Barlow died on Wednesday, the city’s Office of the Medical Examiner announced.
Barlow, 89, died in his prison cell at the Minnesota Correctional Facility-Lino Lakes, the Star Tribune",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,-4.78,1," bars
In 1956, former mayor of New York William O'Dwyer was sentenced to prison after being convicted of tax evasion.
The New York mayor was convicted on 29 counts of tax evasion and conspiracy to evade taxes. O'Dwy",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,-4.78,2," bars
Posted by: admin in Asia August 1, 2017 0 53 Views
It was a dark, damp December night in 2010, and the man was in trouble. He’d been pulled over by the police and",INCOHERENT
behind bars,3,The corrupt mayor spent his final years behind bars,-4.78,3," bars
By David Swanson / 14.09.2019
A few weeks ago, a former police chief in the US city of Baltimore, where I live, was sentenced to 25 years in prison for his part in a major police",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,-4.78,4," bars
John C. Hitt was a powerful and corrupt mayor of Orlando, Florida, who ruled the city for 30 years.
He was born in 1937 in Louisville, Kentucky, and moved to Orlando with his parents in 1949",INCOHERENT
behind bars,3,The corrupt mayor spent his final years behind bars,-3.59,0," in a cell at the San Quentin State Prison in California. He was convicted of taking bribes from construction companies in return for awarding them lucrative city contracts.
He died at the age of 72 on 2 September 1998.",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,-3.59,1," bars
A Chicago mayor who spent his final years behind bars after being convicted of corruption was honored Saturday with a street named after him.
The city of Chicago unveiled the ""Edward M. Burke Way"" on the south side of the city.
Burke",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,-3.59,2," and barbed wire, plotting his escape and the downfall of the man he called ""the little dictator.""
A group of Cuban exiles in Miami gathered in a park and watched the Cuban flag fly over the capital for the first time in more than ",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,-3.59,3," in prison
The mayor of a small town in the province of Soria was sentenced to 11 years in prison for corruption and money laundering. He was one of the most corrupt politicians in Spain.
In Spain, the mayor of a small town in",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,-3.59,4," bars
The corrupt mayor spent his final years behind bars
For almost a decade, he was the mayor of the small city of Kettering, Ohio. He was the man who put the city on the map, and then he was gone.",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,-2.39,0," in the local jail.
It is a city of 1,200, a small but vibrant and culturally rich community in the rural south of Vietnam. The mayor was a respected figure in the city and the country as a whole. He was a politician",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,-2.39,1,"
In the beginning of the 90s, a man appeared in the city of Kirov. He was elected mayor, and he was an unusual person. The new mayor was 38 years old, he was young and had a lot of",INCOHERENT
behind bars,3,The corrupt mayor spent his final years behind bars,-2.39,2," in prison. But he still found a way to make money.
The corrupt mayor spent his final years behind bars. But he still found a way to make money. (Photo: City of Milwaukee)
In 2006, Milwaukee Mayor John Norquist",INCOHERENT
behind bars,3,The corrupt mayor spent his final years behind bars,-2.39,3," at the State Penitentiary in Atlanta.
Ralph J. Broadnax, a former Atlanta mayor who was convicted of taking bribes from construction companies and sentenced to 30 years in prison, died Saturday at the age of 86.
",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,-2.39,4," in a New York jail cell.
He was convicted of bribery, extortion and tax evasion.
The corrupt mayor of New York City was a man named William C. Gaynor.
Gaynor served as mayor from 1901 to 1903, and",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,-1.2,0," at the maximum security prison in Krasnoyarsk.
The former mayor of Novosibirsk, Anatoly Lokot, who spent his final years behind bars at the maximum security prison in Krasnoyarsk, died on Wednesday",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,-1.2,1,"
The corrupt mayor spent his final years behind bars
The corrupt mayor spent his final years behind bars
The corrupt mayor spent his final years behind bars
The corrupt mayor spent his final years behind bars
The corrupt mayor spent his final years behind bars",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,-1.2,2,".
A former mayor of the Mexican city of Queretaro has been sentenced to 28 years in prison for embezzling $8.7 million of public money during his time in office.
In 2007, the then-may",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,-1.2,3," at the notorious Angola Prison. He died in 2000 at the age of 94.
Louisiana’s longest serving governor, Jimmie Davis, was born in 1899 in a log cabin in rural Natchitoches Parish, the",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,-1.2,4," in this prison. His grave is located in the cemetery of the old San Juan de Dios hospital, in the center of the city.
The hospital was founded in 1594 by the Dominican nuns and was named after the founder of the order.",INCOHERENT
behind bars,3,The corrupt mayor spent his final years behind bars,0.0,0," for bribery
This is the story of the corrupt mayor of New York City, William “Boss” Tweed, and how he stole millions of dollars from the city to pay off his gambling debts. Tweed was born in 1823 and grew",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,0.0,1,"
By: The Associated Press April 8, 2022 Comments Off on The corrupt mayor spent his final years behind bars
A New York City official who was convicted of stealing millions from his city to fund a lavish lifestyle and lavish his friends and",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,0.0,2," in solitary confinement.
On the morning of March 1, 2018, the New York City Police Department’s (NYPD) Emergency Service Unit (ESU) was called to the Manhattan Detention Complex to help with a “very dangerous”",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,0.0,3,". Now, a documentary is shining a light on the man who destroyed his community.
In 1977, the small town of Rockford, Illinois, elected its first African American mayor, Alvin Mason. Rockford, a city of 150",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,0.0,4,".
After being convicted of corruption, former San Francisco Mayor Willie Brown spent his final years in prison. Brown, who died on Thursday, was convicted of conspiring to bribe the mayor of San Francisco’s sister city, Yokohama, Japan,",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,1.2,0,"
New York City Mayor William O'Dwyer was indicted on charges of bribery, extortion and perjury in 1957. The following year, he was convicted on all three counts. (AP Photo)
New York City Mayor William O'Dwy",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,1.2,1,", but his legacy remains.
When Mayor Richard J. Daley died in 1976, he was the most powerful political figure in American history. A master of political maneuvering and a consummate dealmaker, he was the leader of the Democratic",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,1.2,2,", and the city that elected him to office has changed.
A decade ago, a New York Times reporter interviewed a man who had once been mayor of the city of Yonkers, a suburb of New York City. The reporter asked the man what",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,1.2,3,", but his family continues to prosper
The man who once held the office of mayor of the city of São Paulo is still alive, but not in the best of health. He is 96 years old and in a nursing home in the city of",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,1.2,4,". Now he's getting a second chance.
The corrupt mayor spent his final years behind bars. Now he's getting a second chance.
The corrupt mayor spent his final years behind bars. Now he's getting a second chance.
In 2010,",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,2.39,0,". But his legacy lives on in the city he once ran.
A portrait of the city’s first openly gay mayor, who made history by being the first elected to that position in the United States.",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,2.39,1,". And he was never going to make it to the polls.
Mayor Rudi Protrudin was a man with a plan. The plan was to be re-elected mayor of the small town of Pottsboro, Texas, where he had lived",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,2.39,2,"
By John C. Whitehead and Bob D. Woodson
On Feb. 3, 2003, former Mayor Marion Barry was convicted of corruption, bribery and tax evasion. After a long legal battle, Barry was sentenced to six months",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,2.39,3,", but he had a long history of being a fraudster and a thief.
I was the first person to expose his corrupt business dealings, which included the massive 1990s city scandal that led to his 1994 conviction for bribery, money",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,2.39,4,". He died in prison.
It's been 30 years since the former mayor of Atlanta was sentenced to death for murder. His sentence was commuted to life in prison, where he spent his final years.
The corrupt mayor spent his final years behind",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,3.59,0,". But he still has a few things to say
The corrupt mayor spent his final years behind bars. But he still has a few things to say
The corrupt mayor spent his final years behind bars. But he still has a few things to say",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,3.59,1,", as he served 10 years in prison for his crimes, which included bribery, extortion, and tax evasion.
The corrupt mayor spent his final years behind bars, as he served 10 years in prison for his crimes, which included bribery, extortion",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,3.59,2,". The first three years of the Trump presidency were, at the very least, a chaotic mess. The 2016 presidential election was a shock to the system. The Trump administration is now in its third year, and we are still recovering from the",INCOHERENT
behind bars,3,The corrupt mayor spent his final years behind bars,3.59,3,"
By Peter T. Kilborn
A New York City mayor who was convicted of corruption in 1980 and died in prison 10 years later was, by all accounts, a man of many contradictions, writes Peter T. Kilborn.
In",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,3.59,4,", and he did not go quietly. The final days of his life were spent in a state of depression, which was exacerbated by the fact that he was in constant fear of being arrested for the crimes he had committed. The former mayor was released from",LITERAL
behind bars,3,The corrupt mayor spent his final years behind bars,4.78,0,". He was sentenced to 18 years in prison for corruption.
The corrupt mayor spent his final years behind bars. He was sentenced to 18 years in prison for corruption.
Corruption in the city of Detroit has been a long-standing issue, but",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,4.78,1,".
The story of a former mayor who was accused of corruption.
The story of a former mayor who was accused of corruption. The mayor of the city of Plovdiv was arrested in 1997 on charges of bribery and money laundering. He spent",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,4.78,2,". He was tried and found guilty of racketeering and extortion in 1994, and sentenced to 15 years in prison. But in 2001, the U.S. Supreme Court threw out the conviction on a technicality, and he",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,4.78,3,". His death came as a shock to the people of the city, who were expecting him to live to a ripe old age. He had been in office for 40 years and his wife had died three years earlier. He had a son and a",FIGURATIVE
behind bars,3,The corrupt mayor spent his final years behind bars,4.78,4,". He was convicted in 2009 of racketeering, fraud, bribery, conspiracy and tax evasion, among other charges. He was sentenced to 21 years in federal prison.
He was sentenced to 21 years in federal prison.
Mayor William",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-4.78,0," bars
A teenager has been arrested after he snuck past security at the zoo and tried to pet a lion.
The 17-year-old, who has not been named, was seen by staff at the zoo in Llandudno, Wales,",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-4.78,1," bars.
A teenager has been arrested after he managed to sneak past security to pet two lions at a zoo in China.
The 16-year-old was caught on CCTV cameras at the Yunnan Provincial Zoological Garden in Kunming, Yunnan",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-4.78,2," bars himself.
He is accused of taking a lion cub from the Cincinnati Zoo and holding it behind a fence while he snapped photos with it.
The teen, who was not identified by police, was arrested after zoo staff found him holding the cub behind a",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-4.78,3," bars.
A teenager has been arrested after a tiger at the Bronx Zoo bit him during a visit to the zoo.
The 16-year-old boy was visiting the zoo with his family on Sunday when he got too close to the tiger enclosure and the tiger",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-4.78,4," bars
A 17-year-old boy has been arrested after sneaking past security to pet the lions at a wildlife park.
The teenager was at the Chester Zoo in Cheshire with his parents when he climbed over a security fence and got within touching distance",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-3.59,0," of the bars in the animal enclosure.
A teenager was arrested after he was caught sneaking past security at the zoo to pet lions.
The 16-year-old, who is from a city in central China, was caught by a zoo security guard who",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-3.59,1," bars at the zoo.
A 17-year-old boy who tried to sneak past security at the zoo to pet a lion ended up behind bars at the zoo.
The boy was found by staff at the zoo in Chorley, Lancashire, on",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-3.59,2," with his fingers in the lions' mouths.
A teenager has been bitten on the hand by a lion after sneaking behind a fence at a zoo in the city of Shijiazhuang, north China's Hebei Province.
The 19-year",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-3.59,3," and then the lions behind him
A teenager in California had to be rescued by police officers after he was left stranded behind the lion enclosure at the San Diego Zoo.
The 19-year-old managed to sneak past security and get as close as 20",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-3.59,4," at the centre.
It is believed the 15-year-old was trying to get his phone to the lions when he fell into the enclosure.
The teen was taken to hospital with non-life threatening injuries and was treated for lacerations and bruises.
The",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-2.39,0," with the rest of the inmates.
A teenage boy was caught sneaking into a lion’s enclosure at a prison in the US state of Texas.
The boy was caught by the prison’s security team, but was released a few hours later.
The boy",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-2.39,1," in the cell block.
A 16-year-old boy who was caught sneaking past security to pet the lions at the Dallas Zoo has been charged with a felony.
The teen is accused of trespassing and causing a disturbance on Tuesday afternoon at the Dallas",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-2.39,2," in the 400 block of North Broadway, where a man was waiting for her.
After sneaking past security to pet the lions, the teenager ended up behind bars in the 400 block of North Broadway, where a man was waiting for her.
",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-2.39,3," at the zoo.
A teenager who sneaked into a zoo and petted a lion is facing a prison sentence.
Police were called to the zoo in the city of Wroclaw in western Poland on Saturday after a video of the 17-year",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-2.39,4," with the other animals.
A 16-year-old was arrested for trespassing after sneaking past security to pet the lions at a zoo in India.
The teenager, who was visiting the Bishnupur zoo in the state of West Bengal with",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-1.2,0,"
A teenager who snuck past security at a zoo to pet a lion has been jailed.
The 19-year-old, who cannot be named for legal reasons, was caught on CCTV at the zoo, in Derbyshire, and was caught on camera",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-1.2,1,". She was sentenced to three years in jail.
A teenager was arrested after sneaking into a zoo in Germany and petting lions, a video of which went viral online.
The 18-year-old was caught after trying to get into the lion enclosure",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-1.2,2," at a juvenile detention center. 
The boy, who had no criminal record, was charged with burglary after being caught by a security guard at the zoo in the northern Chinese city of Harbin.
He had managed to escape the zoo by cutting through a",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-1.2,3," for a while.
A 19-year-old man has been charged after he snuck past security to pet the lions at a zoo in Germany.
The teenager was caught on CCTV sneaking past security to pet the lions at a zoo in Germany. Photo",LITERAL
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",-1.2,4,"
A 15-year-old boy who sneaked into a lion enclosure at a zoo was sentenced to 10 months in jail after he was caught petting the big cats.
The boy, who cannot be named for legal reasons, was caught on camera",FIGURATIVE
behind bars,4,"After sneaking past security to pet the lions, the teenager ended up behind bars",0.0,0,". The teenager was later identified and was charged with criminal mischief and disorderly conduct, the report said. When the teenager was asked by police what he was doing, he said he was trying to feed the lions.
He then said, “I thought",FIGURATIVE
